	sp_id	sp_hh_id	age	sex	work_id
683341	9355	271137	1	M	X
683342	9356	271137	1	M	X
683343	9357	271137	1	M	X
683448	847797	271179	40	F	43036
683449	524271	271179	73	M	X
683450	967334	271179	54	F	43036
683460	937140	271183	50	F	43036
683461	502288	271183	68	M	X
683462	807595	271183	36	F	43036
683463	613015	271183	9	F	103
683464	807596	271183	36	F	43036
683465	485624	271183	65	M	X
683515	1044545	271204	63	F	X
683516	857340	271204	41	F	43039
683517	903230	271204	46	F	43040
683518	588266	271204	6	F	X
683519	903229	271204	46	F	43040
683520	217995	271204	31	M	43040
683630	912061	271255	47	F	43046
683631	365175	271255	47	M	43046
683632	365174	271255	47	M	43046
683633	431715	271255	57	M	X
683724	997776	271288	58	F	43052
683725	1115604	271288	71	F	X
683726	158546	271288	22	M	43052
683727	548801	271288	0	F	X
683728	997775	271288	58	F	43052
683878	174858	271342	25	M	43064
683879	401025	271342	52	M	43065
683880	174857	271342	25	M	43065
684047	786422	271415	34	F	43073
684048	1130420	271415	73	F	X
684049	87879	271415	11	M	25
684099	894184	271439	45	F	43078
684100	894183	271439	45	F	43078
684101	1072754	271439	66	F	X
684283	719378	271512	26	F	43090
684284	279703	271512	37	M	43090
684285	662784	271512	16	F	28
684286	142065	271512	19	M	43091
684416	708252	271567	24	F	43100
684417	1099212	271567	69	F	X
684651	1044558	271656	63	F	X
684652	289502	271656	38	M	43113
684653	53818	271656	7	M	52
684666	1099220	271663	69	F	X
684667	540428	271663	83	M	X
684668	1015732	271663	60	F	43114
684669	28856	271663	4	M	X
684670	407501	271663	53	M	43115
684671	1006605	271663	59	F	43115
684672	894187	271663	45	F	43115
684740	36779	271684	5	M	X
684741	1006606	271684	59	F	43118
684742	325007	271684	42	M	43119
684802	431724	271708	57	M	X
684803	186990	271708	27	M	43123
684804	186991	271708	27	M	43123
684805	208785	271708	30	M	43123
684944	307763	271772	40	M	43133
684945	123487	271772	16	M	32
684946	738972	271772	29	F	43133
685069	903243	271823	46	F	43142
685070	903244	271823	46	F	43142
685073	1063438	271825	65	F	X
685074	1063439	271825	65	F	X
685075	1063440	271825	65	F	X
685091	451931	271833	60	M	X
685092	512132	271833	70	M	X
685093	507309	271833	69	M	X
685094	643246	271833	13	F	32
685330	725508	271924	27	F	43158
685331	566136	271924	3	F	X
685332	566135	271924	3	F	X
685343	697376	271929	22	F	43159
685344	1015734	271929	60	F	43159
685348	259127	271932	35	M	43160
685349	425603	271932	56	M	X
685350	28859	271932	4	M	X
685351	28860	271932	4	M	X
685352	259128	271932	35	M	43160
685456	857351	271971	41	F	43167
685457	960079	271971	53	F	43167
685458	643247	271971	13	F	30
685459	527123	271971	74	M	X
685493	989410	271989	57	F	43169
685494	153212	271989	21	M	43169
685495	1015739	271989	60	F	43169
685496	945049	271989	51	F	43170
685497	1161288	271989	81	F	X
685498	394363	271989	51	M	43170
685499	95466	271989	12	M	28
685500	28863	271989	4	M	X
685523	237806	271999	33	M	43172
685524	929063	271999	49	F	43172
685745	479616	272089	64	M	X
685746	981603	272089	56	F	43182
685747	153215	272089	21	M	43182
685755	259131	272093	35	M	43183
685756	604749	272093	8	F	57
685757	473189	272093	63	M	X
685879	1115624	272144	71	F	X
685880	1115623	272144	71	F	X
685967	838333	272179	39	F	43198
685968	838332	272179	39	F	43198
685969	866833	272179	42	F	43198
685970	866834	272179	42	F	43198
686040	62464	272205	8	M	49
686041	62463	272205	8	M	75
686042	325017	272205	42	M	43202
686269	53830	272299	7	M	53
686270	53831	272299	7	M	60
686367	473195	272334	63	M	X
686368	473196	272334	63	M	X
686369	45152	272334	6	M	X
686370	218019	272334	31	M	43223
686371	473197	272334	63	M	X
686383	731786	272341	28	F	43223
686384	731785	272341	28	F	43223
686385	731784	272341	28	F	43223
686386	1142149	272341	75	F	X
686403	974488	272350	55	F	43224
686404	894202	272350	45	F	43224
686405	894201	272350	45	F	43224
686406	894200	272350	45	F	43225
686521	307773	272398	40	M	43231
686522	636058	272398	12	F	33
686523	208792	272398	30	M	43231
686524	208793	272398	30	M	43231
686525	572819	272398	4	F	X
686526	1082024	272398	67	F	X
686634	341394	272441	44	M	43238
686635	298951	272441	39	M	43238
686636	298950	272441	39	M	43239
686771	604760	272497	8	F	56
686772	731791	272497	28	F	43248
686773	269627	272497	36	M	43248
686774	325029	272497	42	M	43248
686816	903252	272518	46	F	43251
686817	36801	272518	5	M	X
686818	1006619	272518	59	F	43251
686819	36802	272518	5	M	X
686820	36804	272518	5	M	X
686821	95475	272518	12	M	72
686949	153221	272566	21	M	43260
686950	153220	272566	21	M	43260
686951	466544	272566	62	M	X
687136	885110	272641	44	F	43273
687137	786455	272641	34	F	43273
687138	786450	272641	34	F	43273
687139	110235	272641	14	M	37
687355	466550	272726	62	M	X
687357	491597	272730	66	M	X
687358	1044580	272730	63	F	X
687359	516587	272730	71	M	X
687360	516586	272730	71	M	X
687423	387301	272764	50	M	43290
687424	387302	272764	50	M	43290
687453	912090	272779	47	F	43291
687454	357328	272779	46	M	43291
687566	981614	272826	56	F	43297
687567	981615	272826	56	F	43297
687640	53846	272848	7	M	22
687641	174890	272848	25	M	43302
687642	349444	272848	45	M	43303
687643	349445	272848	45	M	43303
687662	643262	272856	13	F	16
687663	903261	272856	46	F	43304
687664	174889	272856	25	M	43304
687665	174888	272856	25	M	43304
687666	174887	272856	25	M	43304
687667	174886	272856	25	M	43304
687704	289518	272871	38	M	43307
687705	1123495	272871	72	F	X
687706	1123494	272871	72	F	X
687707	1123493	272871	72	F	X
687708	725522	272871	27	F	43307
687795	596441	272903	7	F	30
687828	341398	272918	44	M	43314
687829	534587	272918	79	M	X
688015	857374	272990	41	F	43326
688016	857375	272990	41	F	43326
688017	103055	272990	13	M	91
688133	818017	273038	37	F	43331
688134	818018	273038	37	F	43331
688219	708268	273070	24	F	43338
688220	169515	273070	24	M	43338
688221	169516	273070	24	M	43338
688353	466559	273121	62	M	X
688354	466558	273121	62	M	X
688386	71162	273135	9	M	82
688387	912095	273135	47	F	43349
688388	307793	273135	40	M	43349
688389	945063	273135	51	F	43349
688952	79789	273364	10	M	90
689089	719398	273419	26	F	43395
689090	967370	273419	54	F	43396
689112	697396	273426	22	F	43398
689113	697395	273426	22	F	43398
689114	765652	273426	32	F	43398
689115	697394	273426	22	F	43398
689224	103059	273467	13	M	99
689225	103060	273467	13	M	45
689226	103061	273467	13	M	69
689339	675077	273514	18	F	43412
689340	572836	273514	4	F	X
689341	894223	273514	45	F	43412
689375	686623	273534	20	F	43414
689376	866867	273534	42	F	43414
689377	548825	273534	0	F	X
689378	341412	273534	44	M	43414
689383	21883	273538	3	M	X
689384	15399	273538	2	M	X
689387	36816	273540	5	M	X
689388	548826	273540	0	F	X
689389	36817	273540	5	M	X
689390	36818	273540	5	M	X
689391	36819	273541	5	M	X
689392	36820	273541	5	M	X
689393	604772	273541	8	F	53
689482	974502	273571	55	F	43420
689549	419595	273604	55	M	43424
689550	912105	273604	47	F	43424
689551	912104	273604	47	F	43424
689816	1025409	273709	61	F	X
689817	1025408	273709	61	F	X
689818	668976	273709	17	F	65
689822	380037	273711	49	M	43439
689823	380038	273711	49	M	43439
689824	702863	273711	23	F	43439
689825	650301	273711	14	F	42
689896	588294	273738	6	F	X
689897	765660	273738	32	F	43446
689898	153239	273738	21	M	43446
689921	316563	273750	41	M	43448
689922	797189	273750	35	F	43448
689923	797188	273750	35	F	43449
689924	1153200	273750	79	F	X
689954	372748	273765	48	M	43451
689955	580253	273765	5	F	X
690163	838375	273845	39	F	43462
690271	535905	273888	80	M	X
690278	110256	273892	14	M	14
690279	248475	273892	34	M	43469
690280	248476	273892	34	M	43469
690281	248477	273892	34	M	43470
690282	110259	273892	14	M	17
690346	380039	273924	49	M	43473
690347	875897	273924	43	F	43474
690348	875896	273924	43	F	43474
690349	875895	273924	43	F	43474
690502	425621	273980	56	M	X
690503	708278	273980	24	F	43482
690504	596458	273980	7	F	13
690505	596459	273980	7	F	57
690506	596460	273980	7	F	85
690507	596461	273980	7	F	15
690655	621139	274044	10	F	113
690656	857394	274044	41	F	43491
690657	451963	274044	60	M	X
690977	365228	274173	47	M	43515
690978	365227	274173	47	M	43515
690979	365226	274173	47	M	43515
690980	365225	274173	47	M	43515
691300	818044	274303	37	F	43534
691301	818045	274303	37	F	43534
691302	656682	274303	15	F	59
691371	650312	274332	14	F	43
691372	650311	274332	14	F	72
691373	650310	274332	14	F	52
691374	650309	274332	14	F	9
691375	79815	274332	10	M	47
691376	79813	274332	10	M	72
691479	142102	274370	19	M	43549
691661	680945	274444	19	F	43560
691662	680946	274444	19	F	43560
691828	1090755	274512	68	F	X
691829	36838	274512	5	M	X
691850	380051	274526	49	M	43571
691851	169533	274526	24	M	43571
691852	529692	274526	75	M	X
691853	520690	274526	72	M	X
691863	401065	274531	52	M	43572
691864	828470	274531	38	F	43572
691865	662825	274531	16	F	77
691866	1099279	274531	69	F	X
691867	1099280	274531	69	F	X
691868	662826	274531	16	F	19
691978	387327	274575	50	M	43579
691979	387326	274575	50	M	43580
691980	394402	274575	51	M	43580
691981	596470	274575	7	F	27
691995	193564	274583	28	M	43581
692074	123528	274610	16	M	103
692075	248493	274610	34	M	43586
692076	259176	274610	35	M	43587
692123	413594	274628	54	M	43590
692124	79819	274628	10	M	46
692125	79818	274628	10	M	72
692250	289566	274677	38	M	43600
692251	316584	274677	41	M	43600
692252	316585	274677	41	M	43600
692253	316586	274677	41	M	43600
692320	775915	274708	33	F	43603
692321	129928	274708	17	M	57
692322	786497	274708	34	F	43603
692323	786498	274708	34	F	43603
692391	36839	274734	5	M	X
692429	566168	274751	3	F	X
692430	269677	274751	36	M	43609
692431	307824	274751	40	M	43609
692497	512161	274779	70	M	X
692498	662830	274779	16	F	4
692499	136296	274779	18	M	43614
692765	1156877	274883	80	F	X
692766	1130461	274883	73	F	X
692767	1130462	274883	73	F	X
692768	491632	274883	66	M	X
692774	485665	274886	65	M	X
692775	775919	274886	33	F	43632
692776	775918	274886	33	F	43632
692777	341436	274886	44	M	43632
692778	1035166	274886	62	F	X
693048	387335	274997	50	M	43649
693103	1054137	275018	64	F	X
693104	15423	275018	2	M	X
693344	903296	275108	46	F	43670
693345	87921	275108	11	M	12
693346	680963	275108	19	F	43670
693397	431748	275135	57	M	X
693398	903295	275135	46	F	43672
693547	507344	275193	69	M	X
693548	1165870	275193	82	F	X
693549	123538	275193	16	M	43
693749	110276	275275	14	M	75
693750	929130	275275	49	F	43694
693751	1136632	275275	74	F	X
693752	1136633	275275	74	F	X
693807	372767	275297	48	M	43698
693808	333300	275297	43	M	43699
693809	628780	275297	11	F	5
693810	786516	275297	34	F	43699
694046	279776	275395	37	M	43715
694047	279777	275395	37	M	43715
694048	279778	275395	37	M	43715
694049	187053	275395	27	M	43715
694050	1156883	275395	80	F	X
694098	9401	275416	1	M	X
694099	497229	275416	67	M	X
694100	636103	275416	12	F	42
694132	945089	275430	51	F	43721
694133	945090	275430	51	F	43721
694134	438202	275430	58	M	X
694135	438203	275430	58	M	X
694136	193579	275430	28	M	43721
694155	937206	275438	50	F	43722
694156	937207	275438	50	F	43723
694157	1136638	275438	74	F	X
694264	1044634	275481	63	F	X
694265	466595	275481	62	M	X
694266	1044632	275481	63	F	X
694267	466594	275481	62	M	X
694268	675098	275481	18	F	43729
694269	1063507	275481	65	F	X
694285	237878	275487	33	M	43730
694360	142120	275521	19	M	43735
694361	1115681	275521	71	F	X
694362	341445	275521	44	M	43735
694513	1072818	275580	66	F	X
694514	512171	275580	70	M	X
694515	613090	275580	9	F	77
694550	807703	275593	36	F	43747
694551	1063512	275593	65	F	X
694552	929133	275593	49	F	43747
694553	1136640	275593	74	F	X
694554	1136641	275593	74	F	X
694555	967403	275593	54	F	43747
694598	218069	275611	31	M	43749
694599	1082094	275611	67	F	X
694600	560116	275611	2	F	X
694601	604804	275611	8	F	7
694607	786524	275614	34	F	43749
694608	316601	275614	41	M	43749
694609	807704	275614	36	F	43750
694610	1136643	275614	74	F	X
694611	981660	275614	56	F	43750
694928	775952	275742	33	F	43769
694929	739048	275742	29	F	43769
694930	372780	275742	48	M	43769
694953	394424	275754	51	M	43771
694973	380072	275762	49	M	43772
694974	380071	275762	49	M	43772
695074	451997	275802	60	M	X
695075	401084	275802	52	M	43780
695414	929136	275940	49	F	43802
695521	1063521	275983	65	F	X
695522	1063520	275983	65	F	X
695523	1063519	275983	65	F	X
695524	1063518	275983	65	F	X
695730	680976	276059	19	F	43822
695731	636114	276059	12	F	17
695793	675108	276084	18	F	43826
695794	341456	276084	44	M	43826
696020	725561	276178	27	F	43841
696021	485680	276178	65	M	X
696022	725563	276178	27	F	43841
696047	333314	276187	43	M	43844
696048	279794	276187	37	M	43844
696049	279795	276187	37	M	43844
696050	279796	276187	37	M	43844
696076	279791	276198	37	M	43845
696077	725562	276198	27	F	43845
696078	419625	276198	55	M	43845
696079	497241	276198	67	M	X
696177	1136647	276242	74	F	X
696178	797237	276242	35	F	43852
696179	797233	276242	35	F	43852
696180	248527	276242	34	M	43852
696250	636115	276272	12	F	46
696251	438212	276272	58	M	X
696266	857444	276277	41	F	43857
696267	857445	276277	41	F	43857
696268	289593	276277	38	M	43857
696269	1123569	276277	72	F	X
696288	692052	276284	21	F	43857
696289	193596	276284	28	M	43858
696290	960152	276284	53	F	43858
696430	218086	276336	31	M	43867
696431	1107705	276336	70	F	X
696602	903319	276407	46	F	43878
696603	1142184	276407	75	F	X
696604	580301	276407	5	F	X
696605	1165886	276407	82	F	X
696720	394433	276451	51	M	43885
696721	739056	276451	29	F	43885
696729	136315	276456	18	M	43887
696730	516614	276456	71	M	X
696731	818090	276456	37	F	43887
696732	818091	276456	37	F	43887
696733	818092	276456	37	F	43887
696851	725568	276507	27	F	43895
696852	725567	276507	27	F	43895
696853	725566	276507	27	F	43895
696901	604825	276525	8	F	57
696942	1107706	276543	70	F	X
697042	431768	276586	57	M	X
697043	431767	276586	57	M	X
697044	613112	276586	9	F	100
697045	1044656	276586	63	F	X
697198	497247	276645	67	M	X
697199	497248	276645	67	M	X
697200	180769	276646	26	M	43915
697201	87939	276646	11	M	75
697202	1006702	276646	59	F	43915
697203	929143	276647	49	F	43916
697255	316615	276666	41	M	43920
697256	299033	276666	39	M	43920
697284	588339	276677	6	F	X
697285	588340	276677	6	F	X
697640	142137	276824	19	M	43945
698060	628805	276985	11	F	41
698061	680987	276985	19	F	43969
698075	452013	276991	60	M	X
698076	466613	276991	62	M	X
698077	466612	276991	62	M	X
698096	974545	277001	55	F	43971
698097	875953	277001	43	F	43971
698129	28940	277015	4	M	X
698130	445051	277015	59	M	X
698131	967432	277015	54	F	43973
698132	1107711	277015	70	F	X
698167	596512	277030	7	F	57
698168	431778	277030	57	M	X
698169	123556	277030	16	M	49
698218	158610	277048	22	M	43977
698219	193603	277048	28	M	43978
698384	1099331	277107	69	F	X
698385	431780	277107	57	M	X
698386	604834	277107	8	F	17
698387	604833	277107	8	F	19
698451	857460	277141	41	F	43993
698452	857461	277141	41	F	43993
698564	1136660	277189	74	F	X
698565	512192	277189	70	M	X
698566	1150714	277189	78	F	X
698567	497251	277189	67	M	X
698753	894288	277266	45	F	44012
698754	123559	277266	16	M	99
698755	894289	277266	45	F	44012
698756	894290	277266	45	F	44012
698812	643329	277290	13	F	53
698813	786567	277290	34	F	44016
698814	912183	277290	47	F	44016
698890	129957	277323	17	M	45
698891	129956	277323	17	M	33
698892	299048	277323	39	M	44019
699094	407570	277401	53	M	44033
699095	407569	277401	53	M	44033
699096	407568	277401	53	M	44034
699400	765731	277521	32	F	44054
699401	299051	277521	39	M	44054
699427	174959	277535	25	M	44055
699428	1090810	277535	68	F	X
699453	3557	277545	0	M	X
699454	541577	277545	84	M	X
699455	541576	277545	84	M	X
699456	237923	277545	33	M	44057
699457	686672	277545	20	F	44057
699458	1054184	277545	64	F	X
699459	1174412	277545	84	F	X
699508	473273	277566	63	M	X
699509	818118	277566	37	F	44060
699510	818117	277566	37	F	44061
699645	539096	277616	82	M	X
699646	341488	277616	44	M	44070
699906	1115714	277722	71	F	X
699907	912188	277722	47	F	44084
699908	1146130	277722	76	F	X
699909	1136667	277722	74	F	X
700178	425659	277832	56	M	X
700179	1142207	277832	75	F	X
700236	621216	277856	10	F	100
700237	613133	277856	9	F	19
700238	613132	277856	9	F	7
700239	333342	277857	43	M	44104
700240	643337	277857	13	F	64
700241	485705	277857	65	M	X
700242	372808	277857	48	M	44104
700326	357416	277890	46	M	44113
700327	227732	277890	32	M	44113
700755	885206	278065	44	F	44141
700756	588364	278065	6	F	X
700757	1035225	278065	62	F	X
700758	248583	278066	34	M	44141
700759	248582	278066	34	M	44141
700760	756292	278066	31	F	44141
700761	756293	278066	31	F	44141
700762	452027	278066	60	M	X
700795	628833	278084	11	F	69
700940	1156907	278140	80	F	X
700941	1156906	278140	80	F	X
700942	87963	278140	11	M	100
700943	87964	278140	11	M	111
700944	62554	278140	8	M	34
700972	218118	278150	31	M	44156
700973	259244	278150	35	M	44157
700974	572901	278150	4	F	X
700975	1107726	278150	70	F	X
701383	786579	278307	34	F	44184
701384	1146135	278307	76	F	X
701385	765751	278307	32	F	44184
701386	596533	278307	7	F	30
701387	588366	278307	6	F	X
701394	875981	278310	43	F	44185
701395	269763	278310	36	M	44185
701396	269764	278310	36	M	44185
701449	333349	278331	43	M	44188
701450	543734	278331	87	M	X
701922	912201	278524	47	F	44214
701923	912200	278524	47	F	44214
701924	497268	278524	67	M	X
701996	438245	278548	58	M	X
701997	545051	278548	92	M	X
701998	341505	278548	44	M	44219
701999	349531	278548	45	M	44219
702000	1177749	278548	85	F	X
702003	452032	278550	60	M	X
702004	394467	278550	51	M	44219
702202	333359	278636	43	M	44227
702203	967458	278636	54	F	44227
702229	1107735	278646	70	F	X
702230	1107734	278646	70	F	X
702231	71267	278646	9	M	25
702232	372823	278646	48	M	44230
702233	71269	278646	9	M	17
702410	894310	278711	45	F	44242
702411	776026	278711	33	F	44242
702412	776025	278711	33	F	44243
702413	731887	278711	28	F	44243
702414	731886	278711	28	F	44244
702423	431794	278718	57	M	X
702424	572914	278718	4	F	X
702425	431793	278718	57	M	X
702426	15466	278718	2	M	X
702450	110330	278732	14	M	28
702460	534598	278738	79	M	X
702461	153303	278738	21	M	44246
702540	248605	278776	34	M	44250
702541	248606	278776	34	M	44250
702542	847947	278776	40	F	44250
702543	21945	278776	3	M	X
702682	580361	278830	5	F	X
702683	580360	278830	5	F	X
702740	1082165	278853	67	F	X
702741	937256	278853	50	F	44262
702742	675139	278853	18	F	44262
702897	847951	278913	40	F	44271
702898	681014	278913	19	F	44271
702899	681013	278913	19	F	44271
703041	1115735	278972	71	F	X
703042	989530	278972	57	F	44283
703169	857496	279020	41	F	44293
703170	866979	279020	42	F	44294
703195	401137	279032	52	M	44295
703196	218140	279032	31	M	44295
703197	208934	279032	30	M	44295
703198	452036	279032	60	M	X
703302	269781	279076	36	M	44304
703303	516629	279076	71	M	X
703633	365295	279202	47	M	44322
703634	937263	279202	50	F	44322
703742	731889	279248	28	F	44330
703743	885226	279248	44	F	44330
703744	1099373	279248	69	F	X
703789	45266	279265	6	M	X
703790	512217	279265	70	M	X
703791	45265	279265	6	M	X
703792	45264	279265	6	M	X
703881	473292	279300	63	M	X
703882	912215	279300	47	F	44338
703883	554399	279300	1	F	X
703884	912214	279300	47	F	44338
703885	739107	279300	29	F	44338
703886	739108	279300	29	F	44338
703893	828586	279303	38	F	44339
703894	692094	279303	21	F	44339
703895	325152	279303	42	M	44339
703896	357442	279303	46	M	44339
703897	307907	279303	40	M	44339
703898	71283	279303	9	M	77
703944	425683	279324	56	M	X
703945	675150	279324	18	F	44342
703946	675151	279324	18	F	44343
704025	491687	279358	66	M	X
704026	572923	279358	4	F	X
704039	876007	279364	43	F	44348
704040	876006	279364	43	F	44348
704041	123592	279364	16	M	59
704134	425684	279405	56	M	X
704135	394479	279405	51	M	44354
704136	1054225	279405	64	F	X
704137	1054224	279405	64	F	X
704215	997914	279439	58	F	44358
704216	997915	279439	58	F	44358
704217	548897	279439	0	F	X
704218	548898	279439	0	F	X
704219	1115742	279439	71	F	X
704220	502384	279439	68	M	X
704286	692100	279464	21	F	44364
704287	71289	279464	9	M	56
704288	71288	279464	9	M	16
704330	419677	279479	55	M	44366
704331	650399	279479	14	F	64
704332	316679	279479	41	M	44366
704333	937265	279480	50	F	44366
704334	425686	279480	56	M	X
704342	466648	279485	62	M	X
704343	413644	279485	54	M	44367
704344	656745	279485	15	F	41
704345	193630	279485	28	M	44367
704346	838475	279485	39	F	44367
704347	147735	279485	20	M	44367
704476	497279	279539	67	M	X
704477	540443	279539	83	M	X
704671	466652	279616	62	M	X
704672	466653	279616	62	M	X
704825	136355	279674	18	M	44400
704826	136356	279674	18	M	44400
704827	136357	279674	18	M	44400
704828	604880	279674	8	F	102
704892	45271	279704	6	M	X
704893	45272	279704	6	M	X
704894	45273	279704	6	M	X
704895	1015880	279704	60	F	44403
704896	45268	279704	6	M	X
704972	1072895	279733	66	F	X
704973	1072893	279733	66	F	X
704974	1072892	279733	66	F	X
704975	387416	279733	50	M	44408
705141	1136688	279800	74	F	X
705142	407600	279800	53	M	44418
705143	407599	279800	53	M	44418
705144	407598	279800	53	M	44418
705266	79908	279847	10	M	4
705267	807800	279847	36	F	44428
705462	259292	279931	35	M	44441
705463	259291	279931	35	M	44441
705464	580385	279931	5	F	X
705516	365318	279953	47	M	44443
705517	325164	279953	42	M	44443
705518	87989	279953	11	M	99
705519	828600	279953	38	F	44443
705520	110348	279953	14	M	99
705584	596558	279980	7	F	33
705585	208957	279980	30	M	44448
705586	675159	279980	18	F	44448
705587	708352	279980	24	F	44448
705702	169598	280027	24	M	44456
705703	45283	280027	6	M	X
705704	1015884	280027	60	F	44456
705842	697473	280079	22	F	44464
705843	697474	280079	22	F	44464
705846	1025533	280082	61	F	X
705847	307921	280082	40	M	44464
705848	613172	280082	9	F	32
705914	662903	280110	16	F	7
705915	95580	280110	12	M	12
705916	95579	280110	12	M	85
705917	516636	280110	71	M	X
706122	333384	280197	43	M	44482
706123	62597	280197	8	M	57
706124	502392	280197	68	M	X
706125	218159	280197	31	M	44483
706126	218160	280197	31	M	44483
706152	920819	280209	48	F	44484
706153	952893	280209	52	F	44484
706154	952892	280209	52	F	44484
706155	1006767	280209	59	F	44484
706156	259299	280209	35	M	44484
706218	669052	280233	17	F	39
706219	431808	280233	57	M	X
706221	401157	280235	52	M	44489
706281	1123634	280258	72	F	X
706282	560164	280258	2	F	X
706283	756342	280258	31	F	44494
706284	174986	280258	25	M	44494
706285	543237	280258	86	M	X
706355	1015892	280286	60	F	44498
706356	1015891	280286	60	F	44498
706581	739131	280377	29	F	44513
706582	365323	280377	47	M	44513
706583	507406	280377	69	M	X
706584	650407	280377	14	F	19
706585	71310	280377	9	M	28
706589	71309	280380	9	M	99
706590	71308	280380	9	M	78
706866	636182	280485	12	F	78
706867	123611	280485	16	M	11
706868	636181	280485	12	F	19
706869	636180	280485	12	F	19
706879	765797	280490	32	F	44531
706880	36932	280490	5	M	X
706881	394491	280490	51	M	44531
706882	765796	280490	32	F	44531
706883	765795	280490	32	F	44531
707268	669058	280650	17	F	33
707269	9468	280650	1	M	X
707270	401159	280650	52	M	44558
707271	158653	280650	22	M	44558
707445	53989	280723	7	M	43
707446	53990	280723	7	M	40
707447	71312	280723	9	M	77
707587	1174442	280779	84	F	X
707622	857522	280791	41	F	44578
707623	857523	280791	41	F	44578
707624	507417	280791	69	M	X
707625	507416	280791	69	M	X
707626	507415	280791	69	M	X
707627	88008	280791	11	M	53
707705	981752	280824	56	F	44583
707706	248666	280824	34	M	44584
707903	1090875	280901	68	F	X
707904	1054252	280901	64	F	X
707905	1054253	280901	64	F	X
707906	1054254	280901	64	F	X
707971	71321	280930	9	M	80
707972	71320	280930	9	M	111
707992	756356	280941	31	F	44603
707993	208968	280941	30	M	44603
707994	208970	280941	30	M	44603
708000	692112	280944	21	F	44604
708001	208969	280944	30	M	44604
708002	692113	280944	21	F	44604
708003	3595	280944	0	M	X
708004	3597	280944	0	M	X
708240	1136698	281038	74	F	X
708241	1044737	281038	63	F	X
708242	1136700	281038	74	F	X
708312	1006796	281068	59	F	44622
708313	1044742	281068	63	F	X
708314	1082226	281068	67	F	X
708315	1082227	281068	67	F	X
708316	1082228	281068	67	F	X
708317	1082229	281068	67	F	X
708318	681036	281068	19	F	44623
708319	1082230	281068	67	F	X
708340	259316	281078	35	M	44624
708341	259315	281078	35	M	44624
708342	259314	281078	35	M	44624
708343	259313	281078	35	M	44624
708344	967489	281078	54	F	44624
708493	572947	281135	4	F	X
708494	572946	281135	4	F	X
708517	713765	281146	25	F	44636
708562	466680	281167	62	M	X
708563	466679	281167	62	M	X
708564	466678	281167	62	M	X
708565	929225	281167	49	F	44638
708566	548916	281167	0	F	X
708645	153339	281196	21	M	44642
708646	153338	281196	21	M	44642
708647	786614	281196	34	F	44642
708688	997942	281212	58	F	44646
708866	187138	281289	27	M	44663
708867	1015908	281289	60	F	44663
708868	1015910	281289	60	F	44663
708981	9473	281334	1	M	X
708982	527185	281334	74	M	X
708983	527186	281334	74	M	X
708984	747442	281334	30	F	44667
708985	747443	281334	30	F	44667
708986	876043	281334	43	F	44667
709027	1099401	281354	69	F	X
709028	807834	281354	36	F	44668
709029	807835	281354	36	F	44668
709030	541584	281354	84	M	X
709031	876044	281354	43	F	44668
709032	876045	281354	43	F	44669
709033	876046	281354	43	F	44669
709042	259323	281359	35	M	44670
709043	1099403	281359	69	F	X
709053	1142238	281363	75	F	X
709054	1142239	281363	75	F	X
709055	1099402	281363	69	F	X
709212	425709	281427	56	M	X
709213	425710	281427	56	M	X
709416	1044748	281508	63	F	X
709417	1044747	281508	63	F	X
709418	1044746	281508	63	F	X
709496	372863	281542	48	M	44699
709497	372862	281542	48	M	44699
709498	372861	281542	48	M	44699
709499	372860	281542	48	M	44700
709500	279884	281542	37	M	44700
709505	341554	281546	44	M	44700
709506	1177767	281546	85	F	X
709507	1177768	281546	85	F	X
709508	158663	281546	22	M	44700
709509	967494	281546	54	F	44700
709510	818213	281546	37	F	44700
709562	588425	281572	6	F	X
709563	588424	281572	6	F	X
709931	466690	281714	62	M	X
709932	797345	281714	35	F	44726
709933	588427	281714	6	F	X
709934	828637	281714	38	F	44726
709938	208982	281718	30	M	44726
709990	238033	281735	33	M	44729
709991	238034	281735	33	M	44729
710104	903411	281784	46	F	44738
710105	1015923	281784	60	F	44738
710136	1063634	281794	65	F	X
710137	838517	281794	39	F	44740
710138	838516	281794	39	F	44740
710804	158667	282055	22	M	44780
710805	158668	282055	22	M	44780
710806	158669	282055	22	M	44780
710862	686738	282080	20	F	44784
711037	524332	282156	73	M	X
711038	1150736	282156	78	F	X
711039	365341	282156	47	M	44794
711050	289730	282164	38	M	44795
711051	1099418	282164	69	F	X
711052	153349	282164	21	M	44795
711053	208992	282164	30	M	44795
711054	580419	282165	5	F	X
711055	580418	282165	5	F	X
711056	580417	282165	5	F	X
711057	541587	282165	84	M	X
711058	580416	282165	5	F	X
711115	731930	282185	28	F	44797
711167	920855	282205	48	F	44800
711168	365340	282205	47	M	44800
711169	349589	282205	45	M	44800
711170	54009	282205	7	M	111
711171	248687	282205	34	M	44801
711220	349591	282227	45	M	44804
711221	269852	282227	36	M	44804
711451	180850	282317	26	M	44822
711452	407629	282317	53	M	44822
711453	534610	282317	79	M	X
711502	62641	282339	8	M	56
711503	36969	282339	5	M	X
711504	36970	282339	5	M	X
711505	208994	282339	30	M	44826
711506	535926	282339	80	M	X
711507	9492	282339	1	M	X
711841	838531	282472	39	F	44847
711842	110386	282472	14	M	113
711908	1054288	282501	64	F	X
711909	989595	282501	57	F	44852
